job_id,company_id,title,description,max_salary,med_salary,min_salary,pay_period,formatted_work_type,location,applies,original_listed_time,remote_allowed,views,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,salary_numeric,salary_annual,posted_date
3690835135,1505704.0,Enterprise Business Analyst,"Job Title: Enterprise Business AnalystDepartment: Program Management OfficeLocation: Cleveland, OH and Pittsburgh, PA Summary of the Position: The role of a Business Analyst (BA) is a valuable member of TriState Capital’s Program Management Office (PMO). As an internal partner to bank stakeholders the BA support business case development, facilitates objectives definition, defines current/future state needs, and delivers actionable requirements. The BA defines and leads acceptance criteria and testing. Ultimately the BA is responsible for successful project origination, definition of business aligned fit-to-purpose requirements and delivery of transformative projects within the bank. TriState Capital relies on BAs to craft and deliver projects with business value in partnership with internal and external clients and other members of the PMO. Primary Functions of the Position: • Partner with stakeholder teams across bank business units (i.e., operations, sales, finance, risk, AML/compliance, etc.) to develop necessary analysis and documentation in a collaborative way, communicating effectively and efficiently with production, managerial, and executive teams• Evaluate, analyze, and communicate systems requirements on a continuing basis, and maintain systems processes, including the delivery of status to appropriate parties• Author and update internal and external documentation, and formally initiate and deliver requirements and documentation• Develop meaningful and lasting relationships with partners for optimized process development and systems integration• Support questions and concerns from managers and executives with research, execution, and recommendations.• Support reporting and analysis efforts within business units• Support 3-5 concurrent projects, facilitating analysis and validation activities through the lifecycle• Measure project performance using appropriate tools and techniques• Work with team members to perform risk management assessment to minimize project risks• Establishes and maintains relationships with vendors• Develops and maintains templates within the bank’s project management system Education and Experience Requirements: • Bachelor’s Degree or equivalent• 3-5 years business analysis experience• Banking or related financial services preferred• Strong quantitative and analytical skills• Industry recognized certifications preferred Essential Skills and Abilities: • Proven capabilities with business analysis tools, including:• Journey maps• Process models• User stories• Requirement documentation• Affinity diagram• Traceability matrix• Excellent client facing and internal communication skills• Excellent written and verbal communication skills• Solid organizational skills and attention to detail TriState Capital Bank provides equal employment opportunity and advance in employment to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law. TriState Capital Bank is an Equal Opportunity Employer.",,,,,Full-time,Greater Pittsburgh Region,192.0,1690000000000.0,,323.0,https://www.linkedin.com/jobs/view/3690835135/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1690000000000.0,,Mid-Senior level,,1690000000000.0,,0,FULL_TIME,,,,,2023-07-22 04:26:40
3691795980,7573454.0,Data Engineer,"Job Description: • Design, develop, and launch extremely efficient and reliable data pipelines to move data and to provide intuitive analytics to our partner teams.• Make data more discoverable and easy to use for Data Scientists and Analysts across the service operations organization• Collaborate with other engineers and Data Scientists to discover the best solutions.• Diagnose and solve issues in our existing data pipelines and envision and build their successors. Qualifications:• Good understanding of one or more of the following: Python, Scala, or Java• Strong understanding of SQL• Broad knowledge of the data infrastructure ecosystem• Experience with Hadoop or other MapReduce-based architectures• Experience working with large data volumes• Experience in building Data Warehouses and data modeling.Experience with any of the following is a plus:• BigQuery, Presto, or HiveInterest in learning Data Bricks",,,,,Contract,United States,55.0,1690000000000.0,1.0,101.0,https://www.linkedin.com/jobs/view/3691795980/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,CONTRACT,,,,,2023-07-22 04:26:40
3692302089,37768.0,Data Scientist/ Product Analyst,"Looking for candidates with 4+ years’ experience in data science or product analyst roles with a strong background in data analysis, statistical analysis, modelling and specific experience working with product-specific data. Note : Need some one who can work on w2. Title: Data Scientist/ Product Analyst Location: San Francisco, CA Duration: 6 to 7 Months Project Overview Drive analysis for Fitbit product teams focused on Fitbit’s products, apps, and services. Analyses include optimizing user lifetime value, improving usage and retention, evaluating content engagement, and suggesting future service innovations for growth. Deliver effective presentations of findings and recommendations to multiple levels of stakeholders, creating visual displays of quantitative information. Overall Responsibilities Use causal inferential methods to quantify impact on product deliveries when experimentation is not available. Collaborate with cross-functional stakeholders to formulate and complete full cycle analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations. Help Google focus on key decisions to improve products and services. Top 3 Daily Responsibilities Deep dive on core product features, user segmentation, and relation to user satisfaction and retention. Conduct data analysis to make business recommendations (e.g. cost-benefit, forecasting, impact analysis). Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for business priorities. Mandatory Skills Bachelor's Degree or equivalent experience 4-5 years of experience Business acumen & intuition: Knowledge of structured problem-solving, communicating results, risk (e.g., considers business risks, leverages cross-functional teams) for B2C (i.e., consumer facing) products. Coding/Data extraction: Ability to extract relevant information from reading code in one or more core languages (e.g., Python, C++, SQL) and frameworks and ability to leverage the code as a resource to create work output for users or stakeholders. Experience working with highly unstructured / messy datasets and ability to clean and derive insights. Communication and active listening: Ability to clearly explain stats or domain knowledge to people not familiar with the subject matter or who lack a quant background. This includes the ability to explain reasons in a coherent, logical way that is very easy to understand by all. Leverage communication skills and active listening to manage stakeholders and to set proper technical direction for teams or orgs. Data analysis and synthesis: Ability to analyze information, draw conclusions, generate alternatives and solutions, and evaluate outcomes. This includes the ability to use data to add value to business planning and strategies. Data curation, validation, and cleaning: Ability to extract data and validate raw data to ensure it is valid and reliable and ability to clean data based on validation criteria and prepare for further analyzes. Measurement/Applied analysis: Ability to define and rationalize appropriate metrics, create pipelines and dashboards that tell a story. Ability to measure the success of a given effort. Knowledge of different frameworks/architectures/methods/data analysis, ability to select the appropriate approach for the problem context., understanding of the broader context of generating, securing, and increasing the value of the business and revenue outcomes. Modeling concepts/experimental design: Ability to apply multiple approaches and select the right analysis for the problem. Understanding of the mathematical and statistical concepts underpinning measurement, modeling, and experiments. Knowledge of essential statistical methods used to analyze data (e.g., t-tests, descriptive statistics), ability to identify and conduct appropriate basic statistical analysis to determine the basic parameters of a set of data and solve data-related problems. Product analysis leadership: Ability to interact confidently, clearly, and respectfully with others, especially senior leaders, to present, defend, and clarify concerns or issues regarding an existing product, program, or solution, ability to effectively address difficult questions, handle pushback from a high-level audience, and maintain a professional demeanor while engaging in challenging or sometimes high-pressure situations. In addition to influencing stakeholders, this includes actively managing priorities across stakeholders, teams, and projects. Project scoping, execution and influence: Ability to proactively communicate insights and influence stakeholders and subject matter experts to inform decision-making. Ability to convert and uncover open-ended real world problems within the business context into trackable metrics or a structured analytical/statistical framework, as well as the ability to generate business-related insights from data analysis in a way that is meaningful to the stakeholders. Ability to prepare effective presentations in content and function, and to speak competently to the level of the audience. Ability to identify and debug product issues and user pain-points, including the ability to carry out root cause analysis and quantitatively assess critical user journeys, think about big-picture implications, risks, and opportunities. Self-Rating Required: Please rate yourself on a scale of 1-5 (5 being the highest). Please list the # of years of experience you have with that particular skill.(For example: SQL- 4, 6) Skills Rating Years of Experience with Skill Business acumen & intuition Coding/Data extraction Communication and active listening Data analysis and synthesis Data curation, validation, and cleaning Measurement/Applied Analysis Modeling concepts/experimental design Product analysis leadership Project scoping, execution and influence Provide me below information Name of the Candidate :Current Location :Current Address :Contact Number :Email ID :Hourly Rate on W2 :Interviews or Offers in Pipeline :Interview Availability :Start Availability :Authorization Status :LinkedIn : Warm Regards, Zainab Saba | Talent Acquisition Specialist – US StaffingC: 201 - 905 – 1674 ; +1 510--296 –7488 XTN 8384E: zainab.saba@milestone.tech",80.0,,70.0,HOURLY,Contract,"San Francisco, CA",7.0,1690000000000.0,,37.0,https://www.linkedin.com/jobs/view/3692302089/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,Mid-Senior level,,1690000000000.0,,0,CONTRACT,USD,BASE_SALARY,75.0,156000.0,2023-07-22 04:26:40
3692363778,2474970.0,Data Analytics Consultant,"About the CompanyDiLytics is a leading Information Technology (IT) Services Provider completely focused on Analytics, Business Intelligence, Data Warehousing, ETL Data Integration and Enterprise Performance Management solutions. We have been growing for 10 years with global offices in the US, Canada and India. Title: Data Analytics ConsultantLocation: Sacramento, CA (Remote)Job Type: Full-Time Description· Experience implementing Analytics in one or more of the following - Finance, Supply Chain, Human Resources, Sales Order Management, Procurement.· Experience implementing Analytics on one or more of the following data sources - Oracle EBS, PeopleSoft, SAP, JD Edwards.· Experience implementing Analytics on one or more of the following tools - Tableau, Power BI, Oracle Analytics Cloud.· Experience implementing Analytics on one or more of the Data Warehouse platforms - Snowflake, Oracle ADW, Azure Synapse, Redshift, Data Bricks.· Experience implementing ETL Data Integration in one or more of the following tools - Oracle Data Integrator, Azure Data Factory, Snowpark, Informatica.· 5+ years of IT experience· Amenability to do offshore (India) coordination i.e., working during hours that overlap with India time zone to a reasonable extent.· Should Travel whenever required.",,,,,Full-time,"Sacramento, CA",7.0,1690000000000.0,1.0,26.0,https://www.linkedin.com/jobs/view/3692363778/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,FULL_TIME,,,,,2023-07-22 04:26:40
3692369084,205127.0,NEW & REMOTE CONTRACT - PRINCIPAL CONSULTANT / IBM Planning Analytics / Cognos TM1 Practice Lead,"We have specialised in recruiting everything related to IBM TM1 / Planning Analytics globally for over 30 years.We own and run the largest IBM TM1 / Planning Analytics group here on Linkedin.We are the TM1 recruitment experts. https://www.linkedin.com/groups/2492125/ IF YOU DO NOT HAVE IBM PLANNING ANALYTICS / COGNOS TM1 EXPERIENCE AT PRACTICE LEAD LEVEL PLEASE DO NOT APPLY FOR THIS ROLE. IBM COGNOS TM1 LEAD / PRINCIPAL CONSULTANT To be eligible to apply for this role, you must have SOLID TM1 Consulting experience at a senior level My client has identified TM1 as a the planning and OLAP technology of choice and has the need for a TM1 lead to manage the end-to-end development lifecycle of TM1 applications. Principal Responsibilities Requirements AnalysisWork with business stakeholders to elicit and document planning and analytics business requirementsIn partnership with the programme manager ensure that business requirements are appropriately prioritised for development and a logical roadmap for TM1 development is created and maintainedAct as the overall owner and architect for TM1, formulating best practice strategies, principles and guidelines and ensuring that future development complies with theseTranslate requirements into best practice TM1 designs, optimising the use of cubes, dimensions etc. to maximise performance and usabilityDesign an appropriate security model that meets the needs of business users and complies with the overall information security policies of the organisationWork with programme management to ensure that the time and cost implications of TM1 Development are understood and accounted for Delivery ExecutionDevelop TM1 applications to meet the needs of business usersDirect and quality assure the work of multiple TM1 developers and/or third-party providersEnsure that an effective development lifecycle is followed incorporating robust unit testingCreate and maintain technical and administrative documentationEffective transfer of knowledge to the business as usual support functionAct as the expert trouble-shooter for issues that the helpdesk is unable to resolveOwn the TM1 training strategy and provide training to end-users as and when requiredSelf-starter able to operate with minimum supervision.Experience of managing teams of 3 to 5 people in a technical delivery environment.Minimum 10 years’ experience of delivering data focused projects.",,,,,Contract,United States,,1690000000000.0,1.0,3.0,https://www.linkedin.com/jobs/view/3692369084/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,Mid-Senior level,,1690000000000.0,,0,CONTRACT,,,,,2023-07-22 04:26:40
3692370024,344890.0,IBM TM1 / Planning Analytics Consultants,"IBM PLANNING ANALYTICS SENIOR TM1 CONSULTANTS FANTASTIC NEW ROLE!! In this role, you will be responsible for designing and implementing financial planning solutions using IBM Planning Analytics to achieve project success as agreed with customers; deliver technical, functional, and business outcomes of a project and maintaining high standards of professional communication. Accountabilities include, but are not limited to: Analysis and evaluation of business requirements through a structured methodical approachDefine the solution scope, time, cost and risk by translating business requirements into a set of functional and non-functional deliverables. Estimate and plan project deliverables and success criteriaIdentify project Risks and AssumptionsCommunicate with stakeholders, business and technical project teams to ensure the roles and responsibilities for the solution deliver are understoodImplementation of financial planning solutions in IBM Planning Analytics / TM1 as designed in the solution scope definitionIdentify all potential Change Requests and work with designated Principal Consultant/ Project Manager on these variationsParticipate in Post Implementation Review and assume ownership of any actions Desired Skills and Experience Essential Greater than 5 years’ experience in delivering financial planning applications (IBM Planning Analytics / TM1 will be highly valued);Minimum education level of Bachelor’s degree or equivalent in a relevant subject – Engineering, Mathematics, Computer Science, Business, Finance & Accounting;Proven project experience delivering financial planning solutions covering most phases of the project lifecycle including scoping, requirements gathering, design, development, testing and deployment while using project management methodologies;In-depth knowledge and senior level expertise in IBM Planning Analytics / TM1 including cube design, turbo integrator processes & rule engine; IBM Cognos TM1 Certified Developer would be an added advantage;A genuine talent for grasping complex business problems and engineering effective solutions;Excellent verbal and written communication skills Highly Regarded Background in finance and understanding of financial processes such as budgeting & forecasting or supply chain roles is desirable;Well developed skills/ability researching, designing and implementing customer solutions and programs;Strong relationship management;Ability to identify opportunities and taking action to help achieve business goals;Ability to identify process improvement opportunities;Team player with a professional, pro-active approachCitizenship is highly regarded but not essential.",,,,,Full-time,United States,,1690000000000.0,1.0,14.0,https://www.linkedin.com/jobs/view/3692370024/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,Mid-Senior level,,1690000000000.0,,0,FULL_TIME,,,,,2023-07-22 04:26:40
3693040943,82695521.0,Azure Data Engineer,"Need Genuine candidates who has solid experience working with below things:3+ years of real experience with Azure - ADF, ADLS, Databricks, KeyVaultExperience with CosmosDB preferredThere would 2 rounds of Video interview.Need to go through background check",,,,,Contract,United States,311.0,1690000000000.0,1.0,534.0,https://www.linkedin.com/jobs/view/3693040943/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1710000000000.0,,,,1690000000000.0,,1,CONTRACT,,,,,2023-07-22 04:26:40
3693041960,10801655.0,Senior Data Engineer,"Combine your technical expertise and problem-solving passion to work closely with clients, turning complex ideas into end-to-end solutions that transform our clients’ businessLead, design, develop and deliver large-scale data systems, data processing and data transformation projects that delivers business value for clientsAutomate data platform operations and manage the post-production system and processesConduct technical feasibility assessments and provide project estimates for the design and development of the solutionProvide technical inputs to agile processes, such as epic, story, and task definition to resolve issues and remove barriers throughout the lifecycle of client engagementsCreation and maintenance of infrastructure-as-code for cloud, on-prem, and hybrid environments using tools such as Terraform, CloudFormation, Azure Resource Manager, Helm, and Google Cloud Deployment ManagerMentor, help and grow junior team members Qualifications Demonstrable experience in data platforms involving implementation of end to end data pipelinesHands-on experience with at least one of the leading public cloud data platforms (Azure, AWS or Google Cloud)Implementation experience with column-oriented database technologies (i.e., Big Query, Redshift, Vertica), NoSQL database technologies (i.e., DynamoDB, BigTable, Cosmos DB, etc.) and traditional database systems (i.e., SQL Server, Oracle, MySQL)Experience in implementing data pipelines for both streaming and batch integrations using tools/frameworks like Azure Data Factory, Glue ETL, Lambda, Spark, Spark Streaming, etc.Ability to handle module or track level responsibilities and contributing to tasks “hands-on”Experience in data modeling, warehouse design and fact/dimension implementationsExperience working with code repositories and continuous integrationData modeling, querying, and optimization for relational, NoSQL, timeseries, and graph databases and data warehouses and data lakesData processing programming using SQL, DBT, Python, and similar toolsLogical programming in Python, Spark, PySpark, Java, Javascript, and/or ScalaData ingest, validation, and enrichment pipeline design and implementationCloud-native data platform design with a focus on streaming and event-driven architecturesTest programming using automated testing frameworks, data validation and quality frameworks, and data lineage frameworksMetadata definition and management via data catalogs, service catalogs, and stewardship tools such as OpenMetadata, DataHub, Alation, AWS Glue Catalog, Google Data Catalog, and similarCode review and mentorshipBachelor’s degree in Computer Science, Engineering or related field.Set Yourself Apart With:Developer certifications for any of the cloud services like AWS, Google Cloud or AzureUnderstanding of development and project methodologiesWillingness to travel Additional Information Pay Range: $90k - $145kThe range shown represents a grouping of relevant ranges currently in use at Publicis Sapient. Actual range for this position may differ, depending on location and specific skillset required for the work itself.Gender-Neutral PolicyAccess to Prepaid Medical PlanEmployee engagement activities and eventsRemote work",145000.0,,90000.0,YEARLY,Full-time,"Virginia, United States",25.0,1690000000000.0,,86.0,https://www.linkedin.com/jobs/view/3693041960/?trk=jobs_biz_prem_srch,https://jobs.smartrecruiters.com/PublicisGroupe/743999925963582-senior-data-engineer,OffsiteApply,1700000000000.0,,Mid-Senior level,,1690000000000.0,jobs.smartrecruiters.com,0,FULL_TIME,USD,BASE_SALARY,117500.0,117500.0,2023-07-22 04:26:40
3693043742,10801655.0,Senior Data Engineer,"Combine your technical expertise and problem-solving passion to work closely with clients, turning complex ideas into end-to-end solutions that transform our clients’ businessLead, design, develop and deliver large-scale data systems, data processing and data transformation projects that delivers business value for clientsAutomate data platform operations and manage the post-production system and processesConduct technical feasibility assessments and provide project estimates for the design and development of the solutionProvide technical inputs to agile processes, such as epic, story, and task definition to resolve issues and remove barriers throughout the lifecycle of client engagementsCreation and maintenance of infrastructure-as-code for cloud, on-prem, and hybrid environments using tools such as Terraform, CloudFormation, Azure Resource Manager, Helm, and Google Cloud Deployment ManagerMentor, help and grow junior team members Qualifications Demonstrable experience in data platforms involving implementation of end to end data pipelinesHands-on experience with at least one of the leading public cloud data platforms (Azure, AWS or Google Cloud)Implementation experience with column-oriented database technologies (i.e., Big Query, Redshift, Vertica), NoSQL database technologies (i.e., DynamoDB, BigTable, Cosmos DB, etc.) and traditional database systems (i.e., SQL Server, Oracle, MySQL)Experience in implementing data pipelines for both streaming and batch integrations using tools/frameworks like Azure Data Factory, Glue ETL, Lambda, Spark, Spark Streaming, etc.Ability to handle module or track level responsibilities and contributing to tasks “hands-on”Experience in data modeling, warehouse design and fact/dimension implementationsExperience working with code repositories and continuous integrationData modeling, querying, and optimization for relational, NoSQL, timeseries, and graph databases and data warehouses and data lakesData processing programming using SQL, DBT, Python, and similar toolsLogical programming in Python, Spark, PySpark, Java, Javascript, and/or ScalaData ingest, validation, and enrichment pipeline design and implementationCloud-native data platform design with a focus on streaming and event-driven architecturesTest programming using automated testing frameworks, data validation and quality frameworks, and data lineage frameworksMetadata definition and management via data catalogs, service catalogs, and stewardship tools such as OpenMetadata, DataHub, Alation, AWS Glue Catalog, Google Data Catalog, and similarCode review and mentorshipBachelor’s degree in Computer Science, Engineering or related field.Set Yourself Apart With:Developer certifications for any of the cloud services like AWS, Google Cloud or AzureUnderstanding of development and project methodologiesWillingness to travel Additional Information Pay Range: $90k - $145kThe range shown represents a grouping of relevant ranges currently in use at Publicis Sapient. Actual range for this position may differ, depending on location and specific skillset required for the work itself.Gender-Neutral PolicyAccess to Prepaid Medical PlanEmployee engagement activities and eventsRemote work",145000.0,,90000.0,YEARLY,Full-time,"Cleveland, OH",21.0,1690000000000.0,,86.0,https://www.linkedin.com/jobs/view/3693043742/?trk=jobs_biz_prem_srch,https://jobs.smartrecruiters.com/PublicisGroupe/743999925963741-senior-data-engineer,OffsiteApply,1700000000000.0,,Mid-Senior level,,1690000000000.0,jobs.smartrecruiters.com,0,FULL_TIME,USD,BASE_SALARY,117500.0,117500.0,2023-07-22 04:26:40
3693043814,,Business Analyst,"Business Analyst.Organization is seeking experienced business analyst to join the Application Services team working in a hybrid work environment. We are seeking a hands-on, self-starter, critical thinking team player possessing both general technical knowledge and interpersonal skills. Experienced in implementing process re-engineering, developing business requirements, use cases and test scripts using industry accepted practices. Should possess high level understanding of information technology concepts as well as the SDLC methodology. Must be flexible and able to multi-task, working on multiple projects and internal initiatives, inclusive of upgrades, maintenance, and enhancements. Under supervision, conducts business process analyses and needs assessments to align information technology solutions with the business initiatives. Supports analytical functions by assisting programmers in ascertaining user needs and adapting user procedures to final program design. Organizes and facilitates application testing and user acceptance to ensure business community’s needs are met. Acts as second and third level support for Production incidents and facilitates troubleshooting and close out of reported issues for multiple applications. Utilizes current organization wide and/or department specific software to complete assignments. Experience Level: 4+ years Environment: Azure DevOps, MS Visio, MS Office Suite",,,,,Full-time,"Pontiac, MI",32.0,1690000000000.0,,58.0,https://www.linkedin.com/jobs/view/3693043814/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1700000000000.0,,,,1690000000000.0,,0,FULL_TIME,,,,,2023-07-22 04:26:40
